job_id,title,company,work_mode,job_type,Skill_Set,Language,City,District,Country,Industry,Job_Title,Mapped_Skill_Set
4171026700,Data Analyst (m/f/d),PAUL Tech AG,On-site,Full-time,"Python, SQL, Power BI, Tableau",English,Berlin,Berlin,Germany,Product,Data Analyst,"Python, Power BI, Tableau, SQL"
4175583816,Data Analyst (m/w/d) ,Ströer SE & Co. KGaA,Remote,Full-time,"SQL, Databricks",German,Hamburg,Hamburg,Germany,Sales & Marketing,Data Analyst,"Databricks, SQL"
4176836312,Data Analyst,Not Found,Remote,Full-time,"SQL, Statistics",English,Unknown,Unknown,Germany,Unknown,Data Analyst,"Statistics, SQL"
4175509257,BUSINESS INTELLIGENCE ANALYST (M/F/D) ,METRO Markets GmbH,Hybrid,Full-time,"SQL, KPI, Power BI, Tableau, Looker, Statistics",English,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Power BI, Statistics, Google Data Studio, SQL, KPIs, Tableau"
4172918760,BI / Data Analyst (all genders),Distribusion Technologies,Hybrid,Full-time,"Pandas, Python, SQL, Google Cloud Platform, Cloud, Power BI, Google Cloud, Airflow, Ruby, A/B testing, Tableau, Google Data Studio, Looker",English,Berlin,Berlin,Germany,Product,Data Analyst,"Airflow, Power BI, Google Data Studio, SQL, Python, Ruby, A/B testing, Tableau, GCP"
4117626792,Data Analyst (m/w/d),Artefact,Hybrid,Full-time,"SQL, Adobe Analytics, Google Analytics, Cloud",English,Hamburg,Hamburg,Germany,Sales & Marketing,Data Analyst,"Adobe Analytics, GCP, Google Analytics, SQL"
4149908431,Data Analyst (m/w/d),torq.partners,Hybrid,Full-time,"SQL, Power BI, Tableau, Google Analytics, Looker, Excel/Google Sheets",German,Berlin,Unknown,Germany,Sales & Marketing,Data Analyst,"Power BI, Google Data Studio, Google Analytics, SQL, Excel/Google Sheets, Tableau"
4149905702,Data Analyst (m/w/d),Education partners GmbH,Hybrid,Full-time,"SQL, Power BI, Tableau, Google Analytics, Looker, Excel/Google Sheets",German,Berlin,Unknown,Germany,Sales & Marketing,Data Analyst,"Power BI, Google Data Studio, Google Analytics, SQL, Excel/Google Sheets, Tableau"
4145767499,(Senior) Data Analyst / Scientist (m/w/d),Dr. Wolff Group,Hybrid,Full-time,"Python, SQL",German,Bielefeld,North Rhine-Westphalia,Germany,Product,Data Analyst,"Python, SQL"
4170838336,Junior Data Analyst (w/m/d) ,GLS,Hybrid,Full-time,"KPI, Excel, Tableau",German,Eschborn,Hesse,Germany,Sales & Marketing,Data Analyst,"Excel/Google Sheets, Tableau, KPIs"
4070130794,Data Analyst Logistics (m/f/d) ,ABOUT YOU,Hybrid,Full-time,"CI/CD, Python, SQL, Tableau, cloud data platforms",English,Hamburg,Hamburg,Germany,Sales & Marketing,Data Analyst,"Tableau, Python, SQL, CI/CD"
4125912087,(Senior) Data Analyst (gn),Bikeleasing-Service Deutschland,Remote,Full-time,"SQL, Looker, Tableau",German,Unknown,Unknown,Germany,Sales & Marketing,Data Analyst,"Tableau, Google Data Studio, SQL"
4175140163,Junior Data Analyst (m/w/d),ELA Container,Hybrid,Full-time,"Python, SQL, Power BI, Excel, Tableau, R",English,Haren,Lower Saxony,Germany,Product,Data Analyst,"Power BI, R, SQL, Excel/Google Sheets, Python, Tableau"
4177963926,Data Analyst (m/w/d),Protection One GmbH,Remote,Full-time,"SAP, Python, SQL, Power Query, Power BI, Microsoft Power BI",German,Monheim,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Python, SAP, Power BI, SQL"
4172641155,Data Analyst - Tealium/Treasure Data GDP ,Cognizant Netcentric,Remote,Full-time,"SQL, Cloud, Power BI, Google Cloud, Adobe Analytics, A/B testing, Google Analytics, Looker",English,Unknown,Unknown,Germany,Sales & Marketing,Data Analyst,"Power BI, Adobe Analytics, Google Data Studio, Google Analytics, SQL, A/B testing, GCP"
4138920387,Specialist Data Analysis & Portfolio Management (m/w/d)*,Cobalt Deutschland GmbH,Hybrid,Full-time,"Excel, MS Office",German,Frankfurt,Hesse,Germany,Sales & Marketing,Data Analyst,"Excel/Google Sheets, MS Office"
4166261740,Process-Mining Data Analyst (w/m/d) ,E.ON Digital Technology,Hybrid,Full-time,"Python, SQL",English & German,Hannover,Lower Saxony,Germany,Sales & Marketing,Data Analyst,"Python, SQL"
4177109410,Working Student Data Analytics ,The Customization Group,Hybrid,Part-time,"MS Office, SQL, KPI, KPI dashboards, Power BI, Excel",English,Cologne,North Rhine-Westphalia,Germany,Product,Data Analyst,"Power BI, MS Office, SQL, Excel/Google Sheets, KPIs"
4172816867,Data Analyst Customer Care (m/w/d) ,WMF,Hybrid,Full-time,QlickCloud,German,Geislingen an der Steige,Baden-Württemberg,Germany,Sales & Marketing,Data Analyst,QlickCloud
4175540685,Datenanalyst (m/w/d),Bijou Brigitte,Hybrid,Full-time,"MySQL, SQL, Data Statistics, Statistics",German,Hamburg,Unknown,Germany,Sales & Marketing,Data Analyst,"Statistics, SQL"
4169982165,Working Student in Data Analysis,Advantest,On-site,Part-time,"Python, SQL, Azure, Databricks",English,Böblingen,Baden-Württemberg,Germany,Telecom,Data Analyst,"Python, Databricks, Azure, SQL"
4176834504,Data Analyst,Jobmesset HR Group,Remote,Part-time,"Python, SQL, R, Statistics",English,Unknown,Unknown,Germany,Product,Data Analyst,"Python, Statistics, R, SQL"
4161923964,BI-Analyst (m/w/d) ,Storck,Hybrid,Temporary,"Excel, SAP",German,Berlin,Unknown,Germany,Sales & Marketing,Data Analyst,"Excel/Google Sheets, SAP"
3971428888,Bloomwell - Data Analyst (m/w/d) *,Algea Care,On-site,Full-time,"Python, Snowflake, Power BI, MS Power BI",German,Frankfurt,Hesse,Germany,Sales & Marketing,Data Analyst,"Python, Power BI, Snowflake"
3941631973,Data Analyst (m/w/d),accantec group,On-site,Full-time,"SAP, SQL, Cloud, Azure, SAS, AWS",German,Heidelberg,Baden-Württemberg,Germany,Sales & Marketing,Data Analyst,"AWS, SQL, SAP, Azure, SAS, GCP"
4146384965,Business Intelligence Analyst (m/w/d)* vertriebliche Steuerungssysteme,ALH Gruppe,Hybrid,Full-time,"Python, Excel",German,Stuttgart,Baden-Württemberg,Germany,Sales & Marketing,Data Analyst,"Excel/Google Sheets, Python"
4130578745,Senior Data & Business Analyst - Strategic Risk (m/w/d),JobRad,Hybrid,Full-time,"Python, SQL, Excel",English & German,Freiburg,Baden-Württemberg,Germany,Sales & Marketing,Data Analyst,"Excel/Google Sheets, Python, SQL"
4157360054,SAP Analytics In-House Consultant ,GetYourGuide,Hybrid,Full-time,"Cloud, SAP",English,Berlin,Berlin,Germany,Product,Data Analyst,"SAP, GCP"
3826412208,Junior Consultant BI | Spannende Business Intelligence Projekte! (mwd),Vesterling AG,Hybrid,Full-time,"Oracle, MySQL, SQL, OLAP, MS SQL Server, ETL",German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"ETL Tools, OLAP, SQL"
4150424885,Senior Business Analyst - Data Analytics (w-m-d) ,Hamburger Energiewerke GmbH,Hybrid,Full-time,"CI/CD, Cloud, Power BI, Databricks",German,Hamburg,Unknown,Germany,Sales & Marketing,Data Analyst,"Power BI, Databricks, GCP, CI/CD"
4139489609,Consultant Digital Analytics (m/w/d),Interactive Marketing Group GmbH,Hybrid,Full-time,"PowerBI, R, Google Analytics, Adobe Analytics",German,Hamburg,Unknown,Germany,Sales & Marketing,Data Analyst,"Power BI, Adobe Analytics, R, Google Analytics"
4174851433,Data Lake & Analy­tics System­ma­nager (m/w/d) ,Techniker Krankenkasse,Hybrid,Full-time,"Azure, SAS",German,Hamburg,Hamburg,Germany,Sales & Marketing,Data Analyst,"SAS, Azure"
4165481457,"Praktikant Business Intelligence, Data und Analytics (m/w/d) in Düsseldorf ",Vodafone,Hybrid,Full-time,"Docker, Kubernetes, Git, Python, SQL",German,Düsseldorf,North Rhine-Westphalia,Germany,Product,Data Analyst,"Docker, git, SQL, Python, Kubernetes"
4175024990,Inhouse Business Intelligence Consultant (w/m/x) ,opta data,Hybrid,Full-time,"SQL, Excel, MDX, MS SQL Server",German,Essen,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Excel/Google Sheets, Power BI, SQL"
4169763111,Sales Operations & Business Analyst,LIPOELASTIC Global,On-site,Full-time,"PowerBI, Excel",English,Unterhaching,Bavaria,Germany,Sales & Marketing,Data Analyst,"Excel/Google Sheets, Power BI"
4163572973,(Senior) Business Analyst / Data Analyst (m/w/d),Dr. Wolff Group,Hybrid,Full-time,"Python, SQL, R",German,Bielefeld,North Rhine-Westphalia,Germany,Digital,Data Analyst,"Python, R, SQL"
4157161943,(Junior) Consultant Data Analytics Banking (m/w/d) ,PPI AG,Hybrid,Full-time,"Java, MS Office, Python, SQL, R",German,Hamburg,Unknown,Germany,Sales & Marketing,Data Analyst,"MS Office, Java, R, SQL, Python"
4161291548,CRM Business Analyst (m/w/d) ,Deichmann,Unknown,Unknown,"MicroStrategy, SQL, Power BI, Excel, Tableau, R",German,Mülheim an der Ruhr,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Power BI, R, SQL, Excel/Google Sheets, MicroStrategy, Tableau"
4161977687,Data Analysis Expert,CTAO,Hybrid,Full-time,"Python, CI/CD, Git",English,Zeuthen,Brandenburg,Germany,Product,Data Analyst,"Python, git, CI/CD"
4165424140,BI Consultant / Architect - Power BI (m/w/d),Greifenberg,Hybrid,Full-time,"Azure, SQL, Power BI, SAP",German,Aalen,Baden-Württemberg,Germany,Sales & Marketing,Data Analyst,"Power BI, SAP, Azure, SQL"
4176580289,Regulatory Reporting Data Analyst (w/m/d) ,Uniper,On-site,Full-time,"SQL, Excel, Power BI",German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Excel/Google Sheets, Power BI, SQL"
4174959777,Data Consultant / Consultant Data Analytics (m/f/d) ,expertum Gruppe,Hybrid,Full-time,"SAP, Data Mining, Cloud, Power BI, Microsoft Power BI, Salesforce, Tableau, Qlik, R, ETL",German Required,Waldenburg,Baden-Württemberg,Germany,Sales & Marketing,Data Analyst,"Power BI, ETL Tools, Salesforce, R, Qliksense, SAP, Tableau, GCP"
4171029293,Data Analyst (m/f/d),PAUL Tech AG,On-site,Full-time,"Python, SQL, Power BI, Tableau",English,Mannheim,Baden-Württemberg,Germany,Product,Data Analyst,"Python, Power BI, Tableau, SQL"
4173642803,Data Analyst* ,Alnatura,Unknown,Unknown,Power BI,German,Darmstadt,Hesse,Germany,Sales & Marketing,Data Analyst,Power BI
4170799167,Data Analyst (f/m/d),justDice,Hybrid,Full-time,"docker, Python, SQL, Jupyter, Tableau, dbt, R, git",English,Hamburg,Hamburg,Germany,Sales & Marketing,Data Analyst,"Docker, R, SQL, git, Python, dbt, Tableau"
4178433821,(Senior) Data Analyst (f/m/d) ,Holidu,Hybrid,Full-time,"ETL pipelines, AWS Stack, Git, Python, SQL, Athena, KPI, Airflow, Glue, R, Looker, AWS, ETL",English,Munich,Bavaria,Germany,Product,Data Analyst,"Airflow, ETL Tools, Glue, Lambda, Google Data Studio, R, AWS, SQL, git, Python, KPIs, Athena"
4160238142,Intern (m/f/d) for AI and Data Analysis in Vehicle Lab ,Clarios,Unknown,Unknown,"Python, SQL, Snowflake, Power BI, Microsoft Power BI",English,Hannover,Lower Saxony,Germany,Product,Data Analyst,"Python, Power BI, Snowflake, SQL"
4169913260,Data Analyst (f/m/d) ,Allianz Global Investors,Unknown,Unknown,KPI,English,Frankfurt,Hesse,Germany,Product,Data Analyst,KPIs
4136381599,"Technical BI Analyst / BI Product Manager (100 % from the EU, the UK or Switzerland)",NeuroNation - Mind & Brain Health Technology,Remote,Full-time,"A/B tests, Bigquery, Python, SQL, R, PostgreSQL",English,Unknown,Unknown,Germany,Sales & Marketing,Data Analyst,"R, PostgresSQL, SQL, Python, BigQuery, A/B testing"
4151962502,Trainee Data Analytics (w/m/d) ,PwC Deutschland,Hybrid,Full-time,"Cloud, SAP",German,Unknown,Unknown,Germany,Sales & Marketing,Data Analyst,"SAP, GCP"
4144168696,Intern Data Science (f/m/x) ,BMW Group,Unknown,Unknown,"Python, Generative AI, Cloud, AWS",English,Munich,Bavaria,Germany,Product,Data Scientist,"Python, GCP, AWS"
4173969431,Data Analyst (w/m/d),MAINGAU Energie GmbH,Hybrid,Full-time,"KPI, Power BI, Tableau, Qlik, R",German,Obertshausen,Hesse,Germany,Sales & Marketing,Data Analyst,"Power BI, R, Qliksense, KPIs, Tableau"
4173036578,Data Analyst (m/w/d) ,Wella Company,On-site,Full-time,"ERP, SQL, Power BI",German,Weiterstadt,Hesse,Germany,Sales & Marketing,Data Analyst,"Power BI, ERP, SQL"
4174946336,Specialist Data and Analytics (m/w/d) - Marketing ,CLAAS,Unknown,Unknown,"Matomo, Salesforce, Databricks, Tableau",German,Harsewinkel,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Matomo, Salesforce, Databricks, Tableau"
4170960814,Data Analyst (w/m/d) ,Michael Page,Remote,Full-time,PowerBI,German,Hamburg,Hamburg,Germany,Sales & Marketing,Data Analyst,Power BI
4169962334,(Junior) Analyst (m/w/d) Data Analytics,Syncwork Ag,Hybrid,Full-time,"Azure, R",German,Wiesbaden,Hesse,Germany,Sales & Marketing,Data Analyst,"Azure, R"
4144708904,Senior Data Analyst (f/m/x) ,Tourlane,Hybrid,Full-time,"Python, SQL, Snowflake, Salesforce, dbt, R, Looker",English,Berlin,Berlin,Germany,Sales & Marketing,Data Analyst,"Salesforce, Google Data Studio, R, SQL, Python, Snowflake, dbt"
4177109408,Working Student Data Analytics ,The Customization Group,Hybrid,Part-time,"SQL, Excel, Power BI, MS Office",German,Cologne,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Excel/Google Sheets, Power BI, MS Office, SQL"
4033389931,Senior Data Analyst (m/f/d) ,ABOUT YOU,Remote,Full-time,"Python, SQL, MySQL, A/B testing, Tableau, BigQuery, Looker",English,Unknown,Unknown,Germany,Product,Data Analyst,"Google Data Studio, SQL, Python, BigQuery, A/B testing, Tableau"
4160122526,Data Analyst (m/f/d),Tomorrow University of Applied Sciences,Remote,Full-time,"Python, SQL, Google Analytics, BigQuery, Looker",English,Unknown,Unknown,Germany,Banking & Financial Services,Data Analyst,"Google Data Studio, Google Analytics, SQL, Python, BigQuery"
4135271548,(Junior) Analyst Modelled data - Technology Topics (m/f/d) ,Statista,Unknown,Unknown,"Python, Excel",English,Hamburg,Hamburg,Germany,Sales & Marketing,Data Analyst,"Excel/Google Sheets, Python"
4143050689,Data Analyst (m/w/d) for Corporate Affairs (m/w/d) ,Eli Lilly and Company,Unknown,Unknown,"SQL, Alteryx, ETL tools, Statistics, ETL",German,Bad Homburg,Hesse,Germany,Sales & Marketing,Data Analyst,"Statistics, Alteryx, ETL Tools, SQL"
4102304352,Data & Analytics Consulting - Intern (m/d/f) ,Oliver Wyman,Hybrid,Full-time,"Python, R, Statistics",English,Berlin,Unknown,Germany,Banking & Financial Services,Data Analyst,"Python, Statistics, R"
4166260906,Business Data Analyst - Experience Analytics (w/m/d) ,E.ON Digital Technology,Hybrid,Full-time,"Azure, PowerBI, SQL, Snowflake",English & German,Hannover,Lower Saxony,Germany,Sales & Marketing,Data Analyst,"Snowflake, Power BI, Azure, SQL"
4178035844,Data Analyst ,"Iron EagleX, Inc.",On-site,Full-time,"Java, CI/CD, Python, SQL, R, C#",English,Stuttgart,Baden-Württemberg,Germany,Product,Data Analyst,"Java, R, SQL, Python, CI/CD"
4131351084,Project & Data Performance Analyst (m/f/d) ,VELUX,Hybrid,Full-time,Excel,English,Hamburg,Hamburg,Germany,Product,Data Analyst,Excel/Google Sheets
4148783900,Graduate (m/f/d) - Business Intelligence Consultant,Scalefree,On-site,Full-time,"Python, SQL, Snowflake, Salesforce, AWS",English,Cologne,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Salesforce, AWS, SQL, Python, Snowflake"
4093660495,Data Science Intern,Cloover,On-site,Internship,"Python, SQL, R, BigQuery",English,Berlin,Berlin,Germany,Sales & Marketing,Data Scientist,"Python, BigQuery, R, SQL"
4151190913,Data Analyst (m/w/d) für Customer Analytics,The Stepstone Group,Hybrid,Full-time,"Python, SQL, Power BI, Tableau",German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Python, Power BI, Tableau, SQL"
4178684111,"Senior Data Analyst, Growth Analytics ",GetYourGuide,Hybrid,Full-time,"SQL, Airflow, Jupyter, Spark, R, Looker, ETL",English,Berlin,Berlin,Germany,Sales & Marketing,Data Analyst,"Airflow, ETL Tools, Google Data Studio, R, SQL, Spark"
3962868282,Power BI Data Analyst (m/w/d),Strategic IT,Hybrid,Full-time,"Python, SQL, Power BI, Azure, R, Microsoft Azure",German,Herford,North Rhine-Westphalia,Germany,Product,Data Analyst,"Power BI, R, SQL, Python, Azure"
4098892774,Staff Data Analyst (Product) ,"Docker, Inc",Remote,Full-time,"Docker, SQL, Snowflake, Looker, Statistics",English,Frankfurt,Hesse,Germany,Product,Data Analyst,"Docker, Statistics, Google Data Studio, SQL, Snowflake"
4093814418,"Staff Data Analyst, DATA (m/f/d) ",HelloFresh,Unknown,Unknown,"Python, SQL, Tableau",English,Berlin,Berlin,Germany,Product,Data Analyst,"Python, Tableau, SQL"
4110049674,(Senior) Data Analyst - Marketing (d/f/m) ,Personio,Unknown,Unknown,"Google Analytics, KPI, Snowflake, Salesforce",English,Berlin,Berlin,Germany,Sales & Marketing,Data Analyst,"Salesforce, KPIs, Snowflake, Google Analytics"
4145052432,Consultant Data Analytics (m/f/d)* (multiple positions) ,Munich Re,Hybrid,Full-time,"Python, R, Tableau, ML",English,Munich,Bavaria,Germany,Product,Data Analyst,"Tableau, Python, ML, R"
4043202259,Master Data Analyst ,Eli Lilly and Company,Unknown,Unknown,"Excel, SAP",German,Alzey,Rhineland-Palatinate,Germany,Sales & Marketing,Data Analyst,"Excel/Google Sheets, SAP"
4090126058,Intern Data Analytics (f/m/x) ,BMW Group,Unknown,Unknown,"Git, Python, Cloud, Tableau, AWS",English,Munich,Bavaria,Germany,Sales & Marketing,Data Analyst,"AWS, git, Python, Tableau, GCP"
4176191451,Data-Analyst (m/w/d) ,GULP – experts united,On-site,Full-time,"Snowflake, Git",German,Essen,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Snowflake, git"
4169510055,Business Intelligence Analyst,developrec,Remote,Full-time,"Qlik, Power BI, Tableau",English,Unknown,Unknown,Germany,Sales & Marketing,Data Analyst,"Power BI, Qliksense, Tableau"
4177131994,Data Analyst / Datenmodelle Junior (20020-1) ,Experis Deutschland,Remote,Full-time,"Snowflake, dbt",German,Jessen,Saxony-Anhalt,Germany,Sales & Marketing,Data Analyst,"dbt, Snowflake"
4125986533,Intern Business & Web Analytics (f/m/d) ,Mytheresa,Unknown,Unknown,"SQL, Power BI, Google Analytics 4, Google Big Querry, Google Analytics, Looker, Excel/Google Sheets",English,Munich,Bavaria,Germany,Travel,Data Analyst,"Power BI, Google Data Studio, Google Analytics, SQL, Excel/Google Sheets, BigQuery"
4148689942,Data Analyst (m/w/d) - Healthcare Analytics ,McKinsey & Company,Unknown,Unknown,"Python, PowerBI, SQL, Tableau",English & German,Düsseldorf,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Python, Power BI, Tableau, SQL"
4144384646,"(Junior) Data Analyst (m/w/d) | Liederbach, Dresden oder Merzig",Mediq Deutschland,Hybrid,Full-time,"Python, SQL, Power BI, Tableau",German,Merzig,Saarland,Germany,Sales & Marketing,Data Analyst,"Python, Power BI, Tableau, SQL"
4175374242,Data Analyst (m/w/d),Protection One GmbH,Remote,Full-time,"SAP, Python, SQL, Power Query, Power BI, Microsoft Power BI",German,Ludwigshafen,Rhineland-Palatinate,Germany,Sales & Marketing,Data Analyst,"Python, SAP, Power BI, SQL"
4130115704,Consultant Financial Services Industry - Data Analytics (m/w/d) in Köln ,Deloitte,Unknown,Unknown,Cloud,English & German,Cologne,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,GCP
4124578142,(Senior) Data Analyst - Commerce Content / Affiliate Marketing (f/m/d),Bauer Media Group,Hybrid,Full-time,"Python, SQL, R",English,Hamburg,Unknown,Germany,Product,Data Analyst,"Python, R, SQL"
4164530510,Power BI Data Analyst (all genders),Convolut,On-site,Full-time,"Python, SQL, Power BI, SAS,  DAX, Statistics",English,Munich,Bavaria,Germany,Telecom,Data Analyst,"Power BI, Statistics, SQL, Python, SAS"
4161492491,"Data Analyst (Bangkok Based, relocation provided) ",Agoda,Unknown,Unknown,"Python, SQL, SAS, Excel, Tableau, R",English,Munich,Bavaria,Germany,Sales & Marketing,Data Analyst,"R, SQL, Excel/Google Sheets, Python, SAS, Tableau"
4056876582,Intern Data Science - Digital Product Offering (f/m/x) ,BMW Group,Unknown,Unknown,"PyTorch, Python, SQL, ML, Azure, Adobe Analytics, PySpark, Statistics, TensorFlow, AWS",English,Munich,Bavaria,Germany,Product,Data Scientist,"ML, Adobe Analytics, Statistics, AWS, SQL, Python, Azure, PyTorch, TensorFlow"
4110052412,(Senior) Data Analyst - Marketing (d/f/m) ,Personio,Unknown,Unknown,"Google Analytics, KPI, Snowflake, Salesforce",English,Munich,Bavaria,Germany,Sales & Marketing,Data Analyst,"Salesforce, KPIs, Snowflake, Google Analytics"
4160063410,Working Student Data Analyst (x/f/m),Puls,On-site,Part-time,Excel,English,Berlin,Berlin,Germany,Product,Data Analyst,Excel/Google Sheets
4141600783,Working Student - Data Analyst IoT (m/f/d),Next Level Coffee GmbH,On-site,Part-time,Power BI,English,Constance,Baden-Württemberg,Germany,Product,Data Analyst,Power BI
4172088208,Data Analyst (m/w/d) ,DMG MORI,On-site,Full-time,"Python, SQL, Power BI, Databricks, Looker",German,Munich,Bavaria,Germany,Sales & Marketing,Data Analyst,"Power BI, Databricks, Google Data Studio, SQL, Python"
3902059911,Agency Coordinator & Data Analyst (m/w/d) ,WMF,Hybrid,Full-time,"Python, SQL, Tableau",German,Geislingen an der Steige,Baden-Württemberg,Germany,Sales & Marketing,Data Analyst,"Python, Tableau, SQL"
4149171479,Data Analyst – Customer Interactions (w/m/d) ,ING Deutschland,Remote,Full-time,"SAS, SQL, Excel, MS Office",English & German,Frankfurt,Hesse,Germany,Sales & Marketing,Data Analyst,"Excel/Google Sheets, SAS, MS Office, SQL"
4175018759,Consultant Data Analytics ERP Migrations (w/m/d) ,PwC Deutschland,Hybrid,Full-time,"SAP, Cloud, Power BI, Databricks, ERP",German,Hannover,Lower Saxony,Germany,Sales & Marketing,Data Analyst,"Power BI, Databricks, SAP, ERP, GCP"
4136800027,(Senior) Data Analyst - FREIHEIT+ (f/m/d),ZEAL Network SE,Unknown,Unknown,"Python, SQL, R, Tableau",English,Hamburg,Hamburg,Germany,Sales & Marketing,Data Analyst,"Tableau, Python, R, SQL"
4178423480,Internship: Data Analysis and Visualization (f/m/div) ,Infineon Technologies,Hybrid,Full-time,"MS Office, Oracle, SQL, Excel, Tableau",English,Munich,Bavaria,Germany,Sales & Marketing,Data Analyst,"Excel/Google Sheets, Tableau, MS Office, SQL"
4139000857,Data Analyst (m/w/d/pixelhead) für unsere Tochterfirma RE-IN ,Conrad Electronic Group,Hybrid,Full-time,Python,German,Hirschau,Bavaria,Germany,Sales & Marketing,Data Analyst,Python
4173652761,Senior Data Analyst (m/f/d) ,Riverty,Hybrid,Full-time,"Python, SQL, R, Databricks",English,Berlin,Berlin,Germany,Product,Data Analyst,"Python, Databricks, R, SQL"
4072173081,Consultant AI & Analytics ,Porsche Consulting,Unknown,Unknown,"PyTorch, TensorFlow, Python, SQL, R",English,Mailand,Baden-Württemberg,Germany,Telecom,Data Analyst,"R, SQL, Python, PyTorch, TensorFlow"
4168382859,BI & Data Analytics Specialist (w/m/d) ,Bechtle,Unknown,Unknown,"Cloud, SAP",German,Neckarsulm,Baden-Württemberg,Germany,Sales & Marketing,Data Analyst,"SAP, GCP"
4173949040,BI-Support Berater (m/w/d),passport Business Engineering GmbH,Hybrid,Full-time,PowerBI,German,Hamburg,Unknown,Germany,Sales & Marketing,Other,Power BI
4157334560,(Senior) Consultant Microsoft Power BI (m/w/d) ,CONET,Hybrid,Full-time,"Azure, Microsoft Azure, Power BI, Microsoft Power BI",German,Bonn,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Power BI, Azure"
4124758384,Data Analyst,Distributed Crafts,Remote,Full-time,"Python, SQL, A/B testing",English,Unknown,Unknown,Germany,Sales & Marketing,Data Analyst,"A/B testing, Python, SQL"
4154183949,Data Analyst Internship (m/w/d),HANGAR 901 Aircraft Maintenance GmbH,On-site,Internship,"Python, SQL, Power BI, R, Statistics",English,Lautzenhausen,Rhineland-Palatinate,Germany,Sales & Marketing,Data Analyst,"Power BI, Statistics, R, SQL, Python"
4151959780,Consultant Data Analytics ERP Migrations (w/m/d) ,PwC Deutschland,Hybrid,Full-time,"SAP, Cloud, Power BI, Databricks, ERP",German,Hamburg,Hamburg,Germany,Sales & Marketing,Data Analyst,"Power BI, Databricks, SAP, ERP, GCP"
4098465283,"Staff Product Analyst, DATA (m/f/x) ",HelloFresh,Unknown,Unknown,"Python, SQL, Tableau",English,Berlin,Berlin,Germany,Product,Data Analyst,"Python, Tableau, SQL"
4094728851,Specialist (m/w/d) Datenanalyse und Reporting im Microsoft Fabrics Umfeld,Holman Deutschland,Hybrid,Full-time,"Azure, PowerBI, Microsoft Azure",German,Eschborn,Hesse,Germany,Sales & Marketing,Data Analyst,"Power BI, Azure"
4141672187,Machine Data Analyst (m/w/d) ,CLAAS,Unknown,Unknown,"Kubernetes, MongoDB, Python, SQL, Databricks, Kafka, Tableau",German,Harsewinkel,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Databricks, Kafka, SQL, Kubernetes, Python, MongoDB, Tableau"
4166262515,Business Data Analyst - Experience Analytics (w/m/d) ,E.ON Digital Technology,Hybrid,Full-time,"Azure, PowerBI, SQL, Snowflake",English & German,Essen,North Rhine-Westphalia,Germany,Sales & Marketing,Data Analyst,"Snowflake, Power BI, Azure, SQL"
4164529686,Internship on Business and Data Analysis (all genders),Convolut,On-site,Internship,"Python, SQL, SAS, Excel, Statistics",English,Munich,Bavaria,Germany,Product,Data Analyst,"Statistics, SQL, Excel/Google Sheets, Python, SAS"
3993814828,"Senior Data Analyst, Marketing Analytics ",GetYourGuide,Unknown,Unknown,"Python, SQL, Jupyter, scikit-learn, Spark, Looker",English,Berlin,Berlin,Germany,Sales & Marketing,Data Analyst,"Scipy/scikit-learn, Google Data Studio, SQL, Python, Spark"
4173378546,Senior Data Analyst (m/w/d) ,Michael Page,Remote,Full-time,"PowerBI, SQL",German,Hamburg,Hamburg,Germany,Sales & Marketing,Data Analyst,"Power BI, SQL"
4124320326,Data Scientist Marketing (m/w/d) ,Dr. Ausbüttel & Co. GmbH,On-site,Full-time,"MicroStrategy, Python, Cloud, Databricks, Azure, Airflow, Spark, R, Microsoft Azure",German,Dortmund,North Rhine-Westphalia,Germany,Sales & Marketing,Data Scientist,"Airflow, Databricks, R, Python, Spark, MicroStrategy, Azure, GCP"
4152590418,People Data Analyst (m/f/d),Bauer Media Group,Hybrid,Full-time,"Python, SQL, SAP",English,Hamburg,Unknown,Germany,Banking & Financial Services,Data Analyst,"Python, SAP, SQL"
4175885198,Senior Business Intelligence Analyst ,TUI,Hybrid,Full-time,"SQL, Tableau",English,Hannover,Lower Saxony,Germany,Sales & Marketing,Data Analyst,"Tableau, SQL"
